_row_index,cve_id,commit_hash,repo_name,repo_url,commit_urls,source_file,language,_language,_language_source,selection_source,cwe_ids,cwe_tokens,multiple_language
5,CVE-2005-10003,6ed8e3cc336e29f09c7e791863d0559939da98bf,github.com/mikexstudios/xcomic,https://github.com/mikexstudios/xcomic,https://github.com/mikexstudios/xcomic/commit/6ed8e3cc336e29f09c7e791863d0559939da98bf,cvelistV5/cves/2005/10xxx/CVE-2005-10003.json,JSON,JSON,csv,references_fallback,CWE-78,CWE-78,false
87,CVE-2008-10004,126c141b7db038c778a2dc931d38766aad8d1112,github.com/drupalprojects/email_registration,https://github.com/drupalprojects/email_registration,https://github.com/drupalprojects/email_registration/commit/126c141b7db038c778a2dc931d38766aad8d1112,cvelistV5/cves/2008/10xxx/CVE-2008-10004.json,JSON,JSON,csv,references_fallback,CWE-89,CWE-89,false
112,CVE-2008-5619,8beacc646acb67c995aea10ac5585970efc7355a,github.com/PHPMailer/PHPMailer,https://github.com/PHPMailer/PHPMailer,https://github.com/PHPMailer/PHPMailer/commit/8beacc646acb67c995aea10ac5585970efc7355a,cvelistV5/cves/2008/5xxx/CVE-2008-5619.json,Markdown,Markdown,csv,references_fallback,CWE-94,CWE-94,false
147,CVE-2009-1605,451373e028f82fa2f1cc2a6a669df31d85c877bd,cgit.ghostscript.com/cgi-bin/cgit.cgi/mupdf.git,https://cgit.ghostscript.com/cgi-bin/cgit.cgi/mupdf.git,https://cgit.ghostscript.com/cgi-bin/cgit.cgi/mupdf.git/commit/?id=451373e028f82fa2f1cc2a6a669df31d85c877bd,cvelistV5/cves/2009/1xxx/CVE-2009-1605.json,JSON,JSON,csv,references_fallback,CWE-119,CWE-119,false
212,CVE-2009-4117,a21cc1548993c392e474817bb3d656eb3730d88f,cgit.ghostscript.com/cgi-bin/cgit.cgi/mupdf.git,https://cgit.ghostscript.com/cgi-bin/cgit.cgi/mupdf.git,https://cgit.ghostscript.com/cgi-bin/cgit.cgi/mupdf.git/commit/?id=a21cc1548993c392e474817bb3d656eb3730d88f,cvelistV5/cves/2009/4xxx/CVE-2009-4117.json,JSON,JSON,csv,references_fallback,CWE-119,CWE-119,false
213,CVE-2009-4117,cf6860c3d70a2f7a63cdb621cc3b58c891915deb,cgit.ghostscript.com/cgi-bin/cgit.cgi/mupdf.git,https://cgit.ghostscript.com/cgi-bin/cgit.cgi/mupdf.git,https://cgit.ghostscript.com/cgi-bin/cgit.cgi/mupdf.git/commit/?id=cf6860c3d70a2f7a63cdb621cc3b58c891915deb,cvelistV5/cves/2009/4xxx/CVE-2009-4117.json,JSON,JSON,csv,references_fallback,CWE-119,CWE-119,false
292,CVE-2010-2447,1e06fea3b6959faeb72d8dca46cd4753ada48637,github.com/sitaramc/gitolite,https://github.com/sitaramc/gitolite,https://github.com/sitaramc/gitolite/commit/1e06fea3b6959faeb72d8dca46cd4753ada48637,cvelistV5/cves/2010/2xxx/CVE-2010-2447.json,JSON,JSON,csv,references_fallback,CWE-20,CWE-20,false
293,CVE-2010-2447,5fd9328c1cd1e7c576b6530b3253061c68b159aa,github.com/sitaramc/gitolite,https://github.com/sitaramc/gitolite,https://github.com/sitaramc/gitolite/commit/5fd9328c1cd1e7c576b6530b3253061c68b159aa,cvelistV5/cves/2010/2xxx/CVE-2010-2447.json,JSON,JSON,csv,references_fallback,CWE-20,CWE-20,false
308,CVE-2010-2761,e4942b871a26c1317a175a91ebb7262eea59b380,github.com/AndyA/CGI--Simple,https://github.com/AndyA/CGI--Simple,https://github.com/AndyA/CGI--Simple/commit/e4942b871a26c1317a175a91ebb7262eea59b380,cvelistV5/cves/2010/2xxx/CVE-2010-2761.json,Perl,Perl,csv,references_fallback,CWE-94,CWE-94,false
311,CVE-2010-2809,9cc39cb5c9396be013b5dc2ba7e4b3eaa647e975,github.com/Dieterbe/uzbl,https://github.com/Dieterbe/uzbl,http://github.com/Dieterbe/uzbl/commit/9cc39cb5c9396be013b5dc2ba7e4b3eaa647e975,cvelistV5/cves/2010/2xxx/CVE-2010-2809.json,JSON,JSON,csv,references_fallback,CWE-94,CWE-94,false
403,CVE-2010-4802,aa7c8da54b1ebd4ccb64aa66dede7b7cdb381c44,github.com/kraih/mojo,https://github.com/kraih/mojo,https://github.com/kraih/mojo/commit/aa7c8da54b1ebd4ccb64aa66dede7b7cdb381c44,cvelistV5/cves/2010/4xxx/CVE-2010-4802.json,Perl,Perl,csv,references_fallback,CWE-20,CWE-20,false
404,CVE-2010-4802,b3a1fb453eda447c0bb082cd9eed81bb75a7564a,github.com/kraih/mojo,https://github.com/kraih/mojo,https://github.com/kraih/mojo/commit/b3a1fb453eda447c0bb082cd9eed81bb75a7564a,cvelistV5/cves/2010/4xxx/CVE-2010-4802.json,Perl,Perl,csv,references_fallback,CWE-20,CWE-20,false
416,CVE-2011-0341,d2de9cee6036b997e536a0c0384b88b38e523e56,cgit.ghostscript.com/cgi-bin/cgit.cgi/mupdf.git,https://cgit.ghostscript.com/cgi-bin/cgit.cgi/mupdf.git,https://cgit.ghostscript.com/cgi-bin/cgit.cgi/mupdf.git/commit/?id=d2de9cee6036b997e536a0c0384b88b38e523e56,cvelistV5/cves/2011/0xxx/CVE-2011-0341.json,JSON,JSON,csv,references_fallback,CWE-119,CWE-119,false
418,CVE-2011-0469,23c8d21c75242999e29379e6ca8418a14c8725c6,github.com/openSUSE/open-build-service,https://github.com/openSUSE/open-build-service,https://github.com/openSUSE/open-build-service/commit/23c8d21c75242999e29379e6ca8418a14c8725c6,cvelistV5/cves/2011/0xxx/CVE-2011-0469.json,JSON,JSON,csv,references_fallback,CWE-94,CWE-94,false
419,CVE-2011-0469,76b0ab003f34435ca90d943e02dd22279cdeec2a,github.com/openSUSE/open-build-service,https://github.com/openSUSE/open-build-service,https://github.com/openSUSE/open-build-service/commit/76b0ab003f34435ca90d943e02dd22279cdeec2a,cvelistV5/cves/2011/0xxx/CVE-2011-0469.json,Shell,Shell,csv,references_fallback,CWE-94,CWE-94,false
430,CVE-2011-10001,d156faf8bc36cd49c3b10d3697ef14167ad451d8,github.com/iamdroppy/phoenixcf,https://github.com/iamdroppy/phoenixcf,https://github.com/iamdroppy/phoenixcf/commit/d156faf8bc36cd49c3b10d3697ef14167ad451d8,cvelistV5/cves/2011/10xxx/CVE-2011-10001.json,JSON,JSON,csv,references_fallback,CWE-89,CWE-89,false
435,CVE-2011-10006,dcc68d03693152eba14d6fb33ba42528ff60e06a,github.com/wp-plugins/wp-postratings,https://github.com/wp-plugins/wp-postratings,https://github.com/wp-plugins/wp-postratings/commit/dcc68d03693152eba14d6fb33ba42528ff60e06a,cvelistV5/cves/2011/10xxx/CVE-2011-10006.json,HTML,HTML,csv,references_fallback,CWE-79,CWE-79,false
436,CVE-2011-1007,057552287159e801535e59b8fbd5bd98d1322069,github.com/bestpractical/rt,https://github.com/bestpractical/rt,https://github.com/bestpractical/rt/commit/057552287159e801535e59b8fbd5bd98d1322069,cvelistV5/cves/2011/1xxx/CVE-2011-1007.json,Perl,Perl,csv,references_fallback,CWE-255,CWE-255,true
437,CVE-2011-1008,2338cd19ed7a7f4c1e94f639ab2789d6586d01f3,github.com/bestpractical/rt,https://github.com/bestpractical/rt,https://github.com/bestpractical/rt/commit/2338cd19ed7a7f4c1e94f639ab2789d6586d01f3,cvelistV5/cves/2011/1xxx/CVE-2011-1008.json,Perl,Perl,csv,references_fallback,CWE-264,CWE-264,false
470,CVE-2011-1572,4ce00aef84d1ff7c35f7adbbb99a6241cfda00cc,github.com/sitaramc/gitolite,https://github.com/sitaramc/gitolite,https://github.com/sitaramc/gitolite/commit/4ce00aef84d1ff7c35f7adbbb99a6241cfda00cc,cvelistV5/cves/2011/1xxx/CVE-2011-1572.json,JSON,JSON,csv,references_fallback,CWE-22,CWE-22,false
476,CVE-2011-1589,b09854988c5b5b6a2ba53cc8661c4b2677da3818,github.com/kraih/mojo,https://github.com/kraih/mojo,https://github.com/kraih/mojo/commit/b09854988c5b5b6a2ba53cc8661c4b2677da3818,cvelistV5/cves/2011/1xxx/CVE-2011-1589.json,Perl,Perl,csv,references_fallback,CWE-22,CWE-22,false
492,CVE-2011-1937,46e3d3ad195dcdc1af1795c96b6e0dc778fb6881,github.com/webmin/webmin,https://github.com/webmin/webmin,https://github.com/webmin/webmin/commit/46e3d3ad195dcdc1af1795c96b6e0dc778fb6881,cvelistV5/cves/2011/1xxx/CVE-2011-1937.json,Perl,Perl,csv,references_fallback,CWE-79,CWE-79,false
502,CVE-2011-2206,b41d6dc247a175fe8e092d6ec2c460826fa62992,github.com/djabberd/DJabberd,https://github.com/djabberd/DJabberd,https://github.com/djabberd/DJabberd/commit/b41d6dc247a175fe8e092d6ec2c460826fa62992,cvelistV5/cves/2011/2xxx/CVE-2011-2206.json,Perl,Perl,csv,references_fallback,CWE-399,CWE-399,false
540,CVE-2011-3146,34c95743ca692ea0e44778e41a7c0a129363de84,git.gnome.org/browse/librsvg.git,https://git.gnome.org/browse/librsvg.git,http://git.gnome.org/browse/librsvg/commit/?id=34c95743ca692ea0e44778e41a7c0a129363de84,cvelistV5/cves/2011/3xxx/CVE-2011-3146.json,JSON,JSON,csv,references_fallback,,,false
543,CVE-2011-3180,f0f74b3f6ac6d47f7919aa9db380c0ad41ffe55f,github.com/openSUSE/kiwi,https://github.com/openSUSE/kiwi,https://github.com/openSUSE/kiwi/commit/f0f74b3f6ac6d47f7919aa9db380c0ad41ffe55f#,cvelistV5/cves/2011/3xxx/CVE-2011-3180.json,Perl,Perl,csv,references_fallback,,,false
573,CVE-2011-3881,109d59bf6fe4abfd001fc60ddd403f1046b117ef,android.googlesource.com/platform/external/webkit,https://android.googlesource.com/platform/external/webkit,https://android.googlesource.com/platform/external/webkit/+/109d59bf6fe4abfd001fc60ddd403f1046b117ef,cvelistV5/cves/2011/3xxx/CVE-2011-3881.json,JSON,JSON,csv,references_fallback,CWE-79,CWE-79,false
588,CVE-2011-4195,88bf491d16942766016c606e4210b4e072c1019f,github.com/openSUSE/kiwi,https://github.com/openSUSE/kiwi,https://github.com/openSUSE/kiwi/commit/88bf491d16942766016c606e4210b4e072c1019f,cvelistV5/cves/2011/4xxx/CVE-2011-4195.json,Perl,Perl,csv,references_fallback,,,false
603,CVE-2011-4715,8ea6f7bc37d05a9ec25b5afbea011cf9de5f1e49,github.com/liblime/LibLime-Koha,https://github.com/liblime/LibLime-Koha,https://github.com/liblime/LibLime-Koha/commit/8ea6f7bc37d05a9ec25b5afbea011cf9de5f1e49#C4/Output.pm,cvelistV5/cves/2011/4xxx/CVE-2011-4715.json,Perl,Perl,csv,references_fallback,CWE-22,CWE-22,false
636,CVE-2012-0787,b8de6a8c,github.com/hercules-team/augeas,https://github.com/hercules-team/augeas,https://github.com/hercules-team/augeas/commit/b8de6a8c,cvelistV5/cves/2012/0xxx/CVE-2012-0787.json,Shell,Shell,csv,references_fallback,,,true
644,CVE-2012-0914,2066d59,drupalcode.org/project/panels,http://drupalcode.org/project/panels,http://drupalcode.org/project/panels.git/commit/2066d59,cvelistV5/cves/2012/0xxx/CVE-2012-0914.json,JSON,JSON,csv,references_fallback,CWE-79,CWE-79,false
645,CVE-2012-0914,d844942,drupalcode.org/project/panels,http://drupalcode.org/project/panels,http://drupalcode.org/project/panels.git/commit/d844942,cvelistV5/cves/2012/0xxx/CVE-2012-0914.json,JSON,JSON,csv,references_fallback,CWE-79,CWE-79,false
697,CVE-2012-1561,13e2d0c,drupalcode.org/project/finder,http://drupalcode.org/project/finder,http://drupalcode.org/project/finder.git/commit/13e2d0c,cvelistV5/cves/2012/1xxx/CVE-2012-1561.json,JSON,JSON,csv,references_fallback,CWE-79,CWE-79,false
698,CVE-2012-1561,58443aa,drupalcode.org/project/finder,http://drupalcode.org/project/finder,http://drupalcode.org/project/finder.git/commit/58443aa,cvelistV5/cves/2012/1xxx/CVE-2012-1561.json,JSON,JSON,csv,references_fallback,CWE-79,CWE-79,false
714,CVE-2012-1632,3c688c3b4a3ed96fdc4b89883595633338c7ebb6,drupalcode.org/project/password_policy,http://drupalcode.org/project/password_policy,http://drupalcode.org/project/password_policy.git/commit/3c688c3b4a3ed96fdc4b89883595633338c7ebb6,cvelistV5/cves/2012/1xxx/CVE-2012-1632.json,JSON,JSON,csv,references_fallback,CWE-79,CWE-79,false
715,CVE-2012-1633,3c688c3b4a3ed96fdc4b89883595633338c7ebb6,drupalcode.org/project/password_policy,http://drupalcode.org/project/password_policy,http://drupalcode.org/project/password_policy.git/commit/3c688c3b4a3ed96fdc4b89883595633338c7ebb6,cvelistV5/cves/2012/1xxx/CVE-2012-1633.json,JSON,JSON,csv,references_fallback,CWE-352,CWE-352,false
717,CVE-2012-1636,9a7b535,drupalcode.org/project/stickynote,http://drupalcode.org/project/stickynote,http://drupalcode.org/project/stickynote.git/commit/9a7b535,cvelistV5/cves/2012/1xxx/CVE-2012-1636.json,JSON,JSON,csv,references_fallback,CWE-352,CWE-352,false
718,CVE-2012-1638,589e8f6,drupalcode.org/project/search_autocomplete,http://drupalcode.org/project/search_autocomplete,http://drupalcode.org/project/search_autocomplete.git/commit/589e8f6,cvelistV5/cves/2012/1xxx/CVE-2012-1638.json,JSON,JSON,csv,references_fallback,CWE-89,CWE-89,false
719,CVE-2012-1641,bc0cc82,drupalcode.org/project/finder,http://drupalcode.org/project/finder,http://drupalcode.org/project/finder.git/commit/bc0cc82,cvelistV5/cves/2012/1xxx/CVE-2012-1641.json,JSON,JSON,csv,references_fallback,CWE-264,CWE-264,false
720,CVE-2012-1642,fef0ddf,drupalcode.org/project/linkchecker,http://drupalcode.org/project/linkchecker,http://drupalcode.org/project/linkchecker.git/commit/fef0ddf,cvelistV5/cves/2012/1xxx/CVE-2012-1642.json,JSON,JSON,csv,references_fallback,CWE-264,CWE-264,false
721,CVE-2012-1646,912f1d2,drupalcode.org/project/faq,http://drupalcode.org/project/faq,http://drupalcode.org/project/faq.git/commit/912f1d2,cvelistV5/cves/2012/1xxx/CVE-2012-1646.json,JSON,JSON,csv,references_fallback,CWE-79,CWE-79,false
722,CVE-2012-1646,f381756,drupalcode.org/project/faq,http://drupalcode.org/project/faq,http://drupalcode.org/project/faq.git/commit/f381756,cvelistV5/cves/2012/1xxx/CVE-2012-1646.json,JSON,JSON,csv,references_fallback,CWE-79,CWE-79,false
724,CVE-2012-1654,33f0caa,drupalcode.org/project/data,http://drupalcode.org/project/data,http://drupalcode.org/project/data.git/commit/33f0caa,cvelistV5/cves/2012/1xxx/CVE-2012-1654.json,JSON,JSON,csv,references_fallback,CWE-79,CWE-79,false
725,CVE-2012-1654,6f6858a,drupalcode.org/project/data,http://drupalcode.org/project/data,http://drupalcode.org/project/data.git/commit/6f6858a,cvelistV5/cves/2012/1xxx/CVE-2012-1654.json,JSON,JSON,csv,references_fallback,CWE-79,CWE-79,false
726,CVE-2012-1657,9a5205d,drupalcode.org/project/block_class,http://drupalcode.org/project/block_class,http://drupalcode.org/project/block_class.git/commit/9a5205d,cvelistV5/cves/2012/1xxx/CVE-2012-1657.json,JSON,JSON,csv,references_fallback,CWE-79,CWE-79,false
727,CVE-2012-1659,55567d0,drupalcode.org/project/noderecommendation,http://drupalcode.org/project/noderecommendation,http://drupalcode.org/project/noderecommendation.git/commit/55567d0,cvelistV5/cves/2012/1xxx/CVE-2012-1659.json,JSON,JSON,csv,references_fallback,CWE-79,CWE-79,false
733,CVE-2012-1910,8864019f6d88b13d3442843d9e6ebeb8dd938831,github.com/bitcoin/bitcoin,https://github.com/bitcoin/bitcoin,https://github.com/bitcoin/bitcoin/commit/8864019f6d88b13d3442843d9e6ebeb8dd938831,cvelistV5/cves/2012/1xxx/CVE-2012-1910.json,YAML,YAML,csv,references_fallback,,,false
734,CVE-2012-2063,3dae144,drupalcode.org/project/slidebox,http://drupalcode.org/project/slidebox,http://drupalcode.org/project/slidebox.git/commit/3dae144,cvelistV5/cves/2012/2xxx/CVE-2012-2063.json,JSON,JSON,csv,references_fallback,CWE-264,CWE-264,false
735,CVE-2012-2064,c27c318,drupalcode.org/project/views_lang_switch,http://drupalcode.org/project/views_lang_switch,http://drupalcode.org/project/views_lang_switch.git/commit/c27c318,cvelistV5/cves/2012/2xxx/CVE-2012-2064.json,JSON,JSON,csv,references_fallback,CWE-79,CWE-79,false
738,CVE-2012-2068,cd2a424,drupalcode.org/project/fancy_slide,http://drupalcode.org/project/fancy_slide,http://drupalcode.org/project/fancy_slide.git/commit/cd2a424,cvelistV5/cves/2012/2xxx/CVE-2012-2068.json,JSON,JSON,csv,references_fallback,CWE-79,CWE-79,false
739,CVE-2012-2069,6660c33,drupalcode.org/project/wishlist,http://drupalcode.org/project/wishlist,http://drupalcode.org/project/wishlist.git/commit/6660c33,cvelistV5/cves/2012/2xxx/CVE-2012-2069.json,JSON,JSON,csv,references_fallback,CWE-352,CWE-352,false
740,CVE-2012-2069,73aaf98,drupalcode.org/project/wishlist,http://drupalcode.org/project/wishlist,http://drupalcode.org/project/wishlist.git/commit/73aaf98,cvelistV5/cves/2012/2xxx/CVE-2012-2069.json,JSON,JSON,csv,references_fallback,CWE-352,CWE-352,false
741,CVE-2012-2070,2c5177b,drupalcode.org/project/multiblock,http://drupalcode.org/project/multiblock,http://drupalcode.org/project/multiblock.git/commit/2c5177b,cvelistV5/cves/2012/2xxx/CVE-2012-2070.json,JSON,JSON,csv,references_fallback,CWE-79,CWE-79,false
742,CVE-2012-2070,aee07d3,drupalcode.org/project/multiblock,http://drupalcode.org/project/multiblock,http://drupalcode.org/project/multiblock.git/commit/aee07d3,cvelistV5/cves/2012/2xxx/CVE-2012-2070.json,JSON,JSON,csv,references_fallback,CWE-79,CWE-79,false
746,CVE-2012-2080,90f0d3a,drupalcode.org/project/node_limitnumber,http://drupalcode.org/project/node_limitnumber,http://drupalcode.org/project/node_limitnumber.git/commit/90f0d3a,cvelistV5/cves/2012/2xxx/CVE-2012-2080.json,JSON,JSON,csv,references_fallback,CWE-352,CWE-352,false
747,CVE-2012-2082,755b3c4,drupalcode.org/project/ctools,http://drupalcode.org/project/ctools,http://drupalcode.org/project/ctools.git/commit/755b3c4,cvelistV5/cves/2012/2xxx/CVE-2012-2082.json,JSON,JSON,csv,references_fallback,CWE-79,CWE-79,false
748,CVE-2012-2083,f7cee3d,drupalcode.org/project/fusion,http://drupalcode.org/project/fusion,http://drupalcode.org/project/fusion.git/commit/f7cee3d,cvelistV5/cves/2012/2xxx/CVE-2012-2083.json,JSON,JSON,csv,references_fallback,CWE-79,CWE-79,false
749,CVE-2012-2084,30480e0,drupalcode.org/project/print,http://drupalcode.org/project/print,http://drupalcode.org/project/print.git/commit/30480e0,cvelistV5/cves/2012/2xxx/CVE-2012-2084.json,JSON,JSON,csv,references_fallback,CWE-79,CWE-79,false
755,CVE-2012-2116,bf060ab,drupalcode.org/project/commerce_reorder,http://drupalcode.org/project/commerce_reorder,http://drupalcode.org/project/commerce_reorder.git/commit/bf060ab,cvelistV5/cves/2012/2xxx/CVE-2012-2116.json,JSON,JSON,csv,references_fallback,CWE-352,CWE-352,false
801,CVE-2012-2981,ed7365064c189b8f136a9f952062249167d1bd9e,github.com/webmin/webmin,https://github.com/webmin/webmin,https://github.com/webmin/webmin/commit/ed7365064c189b8f136a9f952062249167d1bd9e,cvelistV5/cves/2012/2xxx/CVE-2012-2981.json,JSON,JSON,csv,references_fallback,CWE-20,CWE-20,false
802,CVE-2012-2982,1f1411fe7404ec3ac03e803cfa7e01515e71a213,github.com/webmin/webmin,https://github.com/webmin/webmin,https://github.com/webmin/webmin/commit/1f1411fe7404ec3ac03e803cfa7e01515e71a213,cvelistV5/cves/2012/2xxx/CVE-2012-2982.json,JSON,JSON,csv,references_fallback,,,false
803,CVE-2012-2983,4cd7bad70e23e4e19be8ccf7b9f245445b2b3b80,github.com/webmin/webmin,https://github.com/webmin/webmin,https://github.com/webmin/webmin/commit/4cd7bad70e23e4e19be8ccf7b9f245445b2b3b80,cvelistV5/cves/2012/2xxx/CVE-2012-2983.json,JSON,JSON,csv,references_fallback,CWE-287,CWE-287,false
858,CVE-2012-4267,fe2d895ea8eb8b8ccad5a3319f472e45d6ba5136,github.com/rodnaph/sockso,https://github.com/rodnaph/sockso,https://github.com/rodnaph/sockso/commit/fe2d895ea8eb8b8ccad5a3319f472e45d6ba5136,cvelistV5/cves/2012/4xxx/CVE-2012-4267.json,JSON,JSON,csv,references_fallback,CWE-79,CWE-79,false
890,CVE-2012-4506,f636ce3ba3e340569b26d1e47b9d9b62dd8a3bf2,github.com/sitaramc/gitolite,https://github.com/sitaramc/gitolite,https://github.com/sitaramc/gitolite/commit/f636ce3ba3e340569b26d1e47b9d9b62dd8a3bf2,cvelistV5/cves/2012/4xxx/CVE-2012-4506.json,Perl,Perl,csv,references_fallback,CWE-22,CWE-22,false
905,CVE-2012-5233,7413dd1,drupalcode.org/project/stickynote,http://drupalcode.org/project/stickynote,http://drupalcode.org/project/stickynote.git/commit/7413dd1,cvelistV5/cves/2012/5xxx/CVE-2012-5233.json,JSON,JSON,csv,references_fallback,CWE-79,CWE-79,false
908,CVE-2012-5340,f919270b6a732ff45c3ba2d0c105e2b39e9c9bc9,cgit.ghostscript.com/cgi-bin/cgit.cgi/mupdf.git,https://cgit.ghostscript.com/cgi-bin/cgit.cgi/mupdf.git,https://cgit.ghostscript.com/cgi-bin/cgit.cgi/mupdf.git/commit/?id=f919270b6a732ff45c3ba2d0c105e2b39e9c9bc9,cvelistV5/cves/2012/5xxx/CVE-2012-5340.json,JSON,JSON,csv,references_fallback,CWE-190,CWE-190,false
918,CVE-2012-5565,1550c6ecd7204f9579fcbb09ec7089e01b0771e2,github.com/horde/horde,https://github.com/horde/horde,https://github.com/horde/horde/commit/1550c6ecd7204f9579fcbb09ec7089e01b0771e2,cvelistV5/cves/2012/5xxx/CVE-2012-5565.json,XML,XML,csv,references_fallback,CWE-79,CWE-79,true
922,CVE-2012-5585,7dbd715,drupalcode.org/project/mixpanel,http://drupalcode.org/project/mixpanel,http://drupalcode.org/project/mixpanel.git/commit/7dbd715,cvelistV5/cves/2012/5xxx/CVE-2012-5585.json,JSON,JSON,csv,references_fallback,CWE-79,CWE-79,false
947,CVE-2012-6063,4d8420f3282ed07fc99fc5e930c17df27ef1e9b2,git.libssh.org/projects/libssh.git,http://git.libssh.org/projects/libssh.git,http://git.libssh.org/projects/libssh.git/commit/?h=v0-5&id=4d8420f3282ed07fc99fc5e930c17df27ef1e9b2,cvelistV5/cves/2012/6xxx/CVE-2012-6063.json,JSON,JSON,csv,references_fallback,CWE-399,CWE-399,false
951,CVE-2012-6116,65f1e42b7bda0f3410931c50598540d944d8bf0d,github.com/jsomara/katello,https://github.com/jsomara/katello,https://github.com/jsomara/katello/commit/65f1e42b7bda0f3410931c50598540d944d8bf0d,cvelistV5/cves/2012/6xxx/CVE-2012-6116.json,JSON,JSON,csv,references_fallback,CWE-264,CWE-264,false
977,CVE-2012-6550,51b67b6d696f62aaf003210c08542588222c4913,github.com/jonrohan/ZeroClipboard,https://github.com/jonrohan/ZeroClipboard,https://github.com/jonrohan/ZeroClipboard/commit/51b67b6d696f62aaf003210c08542588222c4913,cvelistV5/cves/2012/6xxx/CVE-2012-6550.json,Markdown,Markdown,csv,references_fallback,CWE-79,CWE-79,false
979,CVE-2012-6620,1228a6825a8dab3333d0a8c8986fc10d1f3d11b2,github.com/horde/horde,https://github.com/horde/horde,https://github.com/horde/horde/commit/1228a6825a8dab3333d0a8c8986fc10d1f3d11b2,cvelistV5/cves/2012/6xxx/CVE-2012-6620.json,XML,XML,csv,references_fallback,CWE-79,CWE-79,true
981,CVE-2012-6640,08c699f744b6d2be1a5f3a2ba7203f4631b4c5dc,github.com/horde/horde,https://github.com/horde/horde,https://github.com/horde/horde/commit/08c699f744b6d2be1a5f3a2ba7203f4631b4c5dc,cvelistV5/cves/2012/6xxx/CVE-2012-6640.json,JSON,JSON,csv,references_fallback,CWE-79,CWE-79,false
982,CVE-2012-6645,13e2d0c,drupalcode.org/project/finder,http://drupalcode.org/project/finder,http://drupalcode.org/project/finder.git/commit/13e2d0c,cvelistV5/cves/2012/6xxx/CVE-2012-6645.json,JSON,JSON,csv,references_fallback,CWE-79,CWE-79,false
983,CVE-2012-6645,58443aa,drupalcode.org/project/finder,http://drupalcode.org/project/finder,http://drupalcode.org/project/finder.git/commit/58443aa,cvelistV5/cves/2012/6xxx/CVE-2012-6645.json,JSON,JSON,csv,references_fallback,CWE-79,CWE-79,false
984,CVE-2012-6645,758fcf9,drupalcode.org/project/finder,http://drupalcode.org/project/finder,http://drupalcode.org/project/finder.git/commit/758fcf9,cvelistV5/cves/2012/6xxx/CVE-2012-6645.json,JSON,JSON,csv,references_fallback,CWE-79,CWE-79,false
985,CVE-2012-6645,bc0cc82,drupalcode.org/project/finder,http://drupalcode.org/project/finder,http://drupalcode.org/project/finder.git/commit/bc0cc82,cvelistV5/cves/2012/6xxx/CVE-2012-6645.json,JSON,JSON,csv,references_fallback,CWE-79,CWE-79,false
988,CVE-2012-6662,5fee6fd5000072ff32f2d65b6451f39af9e0e39e,github.com/jquery/jquery-ui,https://github.com/jquery/jquery-ui,https://github.com/jquery/jquery-ui/commit/5fee6fd5000072ff32f2d65b6451f39af9e0e39e,cvelistV5/cves/2012/6xxx/CVE-2012-6662.json,HTML,HTML,csv,references_fallback,CWE-79,CWE-79,false
1003,CVE-2013-0164,524465f70a32d0eb6bf047e6a05c76c22d52bfa2,github.com/openshift/origin-server.git,https://github.com/openshift/origin-server,https://github.com/openshift/origin-server/commit/524465f70a32d0eb6bf047e6a05c76c22d52bfa2,cvelistV5/cves/2013/0xxx/CVE-2013-0164.json,JSON,JSON,csv,references_fallback,CWE-264,CWE-264,false
1019,CVE-2013-0237,2d746ee9083c184f1234d8fed311e89bdd1b39e5,github.com/moxiecode/plupload,https://github.com/moxiecode/plupload,https://github.com/moxiecode/plupload/commit/2d746ee9083c184f1234d8fed311e89bdd1b39e5,cvelistV5/cves/2013/0xxx/CVE-2013-0237.json,JSON,JSON,csv,references_fallback,CWE-79,CWE-79,false
1028,CVE-2013-0266,7da792fbd40c0e6eae1ee093aa00e0b177bd2ebc,github.com/puppetlabs/puppetlabs-cinder,https://github.com/puppetlabs/puppetlabs-cinder,https://github.com/puppetlabs/puppetlabs-cinder/commit/7da792fbd40c0e6eae1ee093aa00e0b177bd2ebc,cvelistV5/cves/2013/0xxx/CVE-2013-0266.json,JSON,JSON,csv,references_fallback,CWE-362,CWE-362,false
1035,CVE-2013-0288,7867b93f9a7c76b96f1571cddc1de0811134bb81,arthurdejong.org/git/nss-pam-ldapd,http://arthurdejong.org/git/nss-pam-ldapd,http://arthurdejong.org/git/nss-pam-ldapd/commit/?id=7867b93f9a7c76b96f1571cddc1de0811134bb81,cvelistV5/cves/2013/0xxx/CVE-2013-0288.json,JSON,JSON,csv,references_fallback,CWE-119,CWE-119,false
1036,CVE-2013-0288,abf03bc54032beeff95b1b8634cc005137e11f32,arthurdejong.org/git/nss-pam-ldapd,http://arthurdejong.org/git/nss-pam-ldapd,http://arthurdejong.org/git/nss-pam-ldapd/commit/?id=abf03bc54032beeff95b1b8634cc005137e11f32,cvelistV5/cves/2013/0xxx/CVE-2013-0288.json,JSON,JSON,csv,references_fallback,CWE-119,CWE-119,false
1037,CVE-2013-0288,f266f05f20afe73e89c3946a7bd60bd7c5948e1b,arthurdejong.org/git/nss-pam-ldapd,http://arthurdejong.org/git/nss-pam-ldapd,http://arthurdejong.org/git/nss-pam-ldapd/commit/?id=f266f05f20afe73e89c3946a7bd60bd7c5948e1b,cvelistV5/cves/2013/0xxx/CVE-2013-0288.json,JSON,JSON,csv,references_fallback,CWE-119,CWE-119,false
